Country,GDP,info
Aruba,26514.87,N/A
Africa Eastern and Southern,1736.85,N/A
Afghanistan,638.73,N/A
Africa Western and Central,2154.15,N/A
Angola,5061.35,N/A
Albania,4413.06,N/A
Andorra,44747.76,N/A
Arab World,7352.09,N/A
United Arab Emirates,45729.61,N/A
Argentina,13080.25,"Alejo Salvatore,22,151,Bronze medal;Gastón Salgado,11,306,Honourable mention;Alejo Salvador,5,436,nan;Ilan Kleiman,4,442,nan;Leandro Luo,4,442,nan;Agustín Marchionna,0,494,nan"
Armenia,3833.16,"Gevorg Mnatsakanyan,28,61,Silver medal;Edgar Minasyan,23,138,Bronze medal;Narek Hovsepyan,14,279,Honourable mention;Eduard Mihranyan,8,355,Honourable mention;Vazgen Mikayelyan,8,355,Honourable mention;Avetik Karagulyan,7,394,Honourable mention"
American Samoa,12038.87,N/A
Antigua and Barbuda,14977.07,N/A
Australia,68198.42,"Alexander Gunning,37,8,Gold medal;Jason Kwong,28,61,Silver medal;Jonathan Zheng,25,117,Silver medal;Seyoon Ragavan,22,151,Bronze medal;Alexander Chua,18,196,Bronze medal;Rachel Wong,18,196,Bronze medal"
Austria,50731.13,"Bernd Prach,28,61,Silver medal;Michael Missethan,17,211,Bronze medal;Dekai Dong,14,279,Honourable mention;Jakob Steininger,8,355,Honourable mention;Levi Anton Haunschmid,7,394,nan;Benedict Bauer,3,452,nan"
Azerbaijan,7875.35,"Hasan Hasanzade,21,163,Bronze medal;Mehdi Maharramov,17,211,Bronze medal;Suleyman Hasanzade,14,279,Honourable mention;Farid Verdiyev,8,355,Honourable mention;Mustafa Abdullayev,7,394,Honourable mention;Isa Bayramov,6,429,nan"
Burundi,241.55,N/A
Belgium,46757.95,"Victor Lecomte,26,110,Silver medal;Gerwin Dox,17,211,Bronze medal;Simon Tihon,16,234,Bronze medal;Antoine Dupuis,11,306,Honourable mention;Bart Michels,11,306,Honourable mention;Steven Colleman,1,474,nan"
Benin,1214.3,N/A
Burkina Faso,762.3,N/A
Bangladesh,973.77,"Nur Muhammad Shafiullah,21,163,Bronze medal;Adib Hasan,17,211,Bronze medal;Sourav Das,15,250,Bronze medal;Mohammad Zahidul Hasan,7,394,Honourable mention"
Bulgaria,7687.71,"Yordan Yordanov,27,101,Silver medal;Petar Penkov,23,138,Bronze medal;Lyuben Lichev,17,211,Bronze medal;Viktor Radivchev,14,279,Honourable mention;Todor Mihaylov Markov,10,322,Honourable mention;Emiliyan Rogachev,10,322,Honourable mention"
Bahrain,25790.73,N/A
The Bahamas,26955.79,N/A
Bosnia and Herzegovina,5025.24,"Adnan Ibrić,15,250,Bronze medal;Haris Brkić,13,296,Honourable mention;Milica Đukić,10,322,Honourable mention;Marko Palangetić,8,355,Honourable mention;Marko Rajković,8,355,Honourable mention;Dejan Gvozdenac,2,460,nan"
Belarus,7998.08,"Aliaksei Semchankau,31,34,Gold medal;Artsem Zhuk,27,101,Silver medal;Dzmitry Babrou,25,117,Silver medal;Lizaveta Dauhiala,18,196,Bronze medal;Bagdan Gilevich,17,211,Bronze medal;Anastasiya Zhyrkevich,16,234,Bronze medal"
Belize,5865.47,N/A
Bermuda,99471.64,N/A
Bolivia,2853.8,"Natalia Leonila Quiroga Pérez,3,452,nan;Diego Aguirre Moreira,1,474,nan;Kevin Alcides Terán Mejía,1,474,nan;Félix Joaquín Lastra Montero,0,494,nan;Patricia Rejas Calvo,0,494,nan"
Brazil,12258.57,"Rodrigo Sanches Angelo,29,57,Silver medal;Rafael Kazuhiro Miyazaki,28,61,Silver medal;Victor Oliveira Reis,24,131,Silver medal;Franco Matheus de Alencar Severo,21,163,Bronze medal;Victor de Oliveira Bitarães,11,306,Honourable mention;Alessandro Augusto Pinto de Oliveira Pacanowski,11,306,Honourable mention"
Barbados,16923.59,N/A
Brunei Darussalam,43950.05,N/A
Bhutan,2409.44,N/A
Botswana,6436.6,N/A
Central African Republic,352.23,N/A
Canada,52635.17,"Calvin Deng,37,8,Gold medal;Zhuo Qun (Alex) Song,35,10,Gold medal;John (Zhiyao) Ma,27,101,Silver medal;Daniel Spivak,24,131,Silver medal;Alexander Whatley,23,138,Bronze medal;Kevin Sun,17,211,Bronze medal"
Central Europe and the Baltics,13667.04,N/A
Switzerland,87304.33,"Louis Hainaut,23,138,Bronze medal;Kevin Burri,22,151,Bronze medal;Alain Rossier,17,211,Bronze medal;Jerome Wettstein,13,296,Honourable mention;Arnaud Maret,9,335,Honourable mention;Masato Fabian Keller,4,442,nan"
Channel Islands,,N/A
Chile,15842.16,"Fernando Figueroa,20,180,Bronze medal;Sebastian Pavez,8,355,Honourable mention;Montserrat Monasterio,7,394,Honourable mention"
China,7020.39,"Yutao Liu,41,1,Gold medal;Lingfu Zhang,38,5,Gold medal;Xiao Liu,35,10,Gold medal;Yuxuan Liao,33,26,Gold medal;Chao Gu,31,34,Gold medal;Jiading Rao,30,46,Silver medal"
Ivory Coast,1903.05,N/A
Cameroon,1559.14,N/A
Democratic Republic of the Congo,444.86,N/A
"Congo, Rep.",3719.65,N/A
Colombia,8263.64,"Leonardo Flórez,22,151,Bronze medal;Juan Sebastian Díaz,18,196,Bronze medal;Verónica Salazar,11,306,Honourable mention;Ciro Plata,10,322,Honourable mention;Camilo Espinosa,9,335,nan;Santiago Gómez,7,394,nan"
Comoros,1595.99,N/A
Cabo Verde,3757.66,N/A
